Gold (grams),Monthly Income (PKR),Monthly Expenses (PKR),Marital Status,Employment Type,Region,Income (USD),Assets (USD),Liabilities (USD),Dependents,Net Worth (USD),Zakat Eligibility
14,223717,336250,Single,Freelancer,Urban,9956,243328,174875,6,68453,0
67,386011,329055,Single,Salaried,Rural,2141,72861,137596,7,-64735,1
62,452411,45260,Widowed,Business,Rural,5887,225177,93344,4,131833,0
90,95643,176395,Single,Unemployed,Rural,7860,308565,78947,3,229618,0
165,313246,277208,Widowed,Freelancer,Rural,1068,101641,191922,8,-90281,1
46,427750,223581,Single,Salaried,Rural,9246,199052,2900,0,196152,0
12,320390,287168,Single,Business,Urban,4310,416536,81335,4,335201,0
98,119670,214550,Widowed,Freelancer,Urban,1489,263160,183760,2,79400,0
111,20219,80855,Single,Salaried,Urban,8622,120846,37941,7,82905,0
45,431841,338766,Widowed,Unemployed,Rural,8950,236032,27236,5,208796,0
35,313173,57998,Single,Unemployed,Rural,1747,133706,127182,3,6524,0
9,85645,362283,Married,Business,Rural,4825,52139,168678,3,-116539,1
182,225320,186593,Divorced,Salaried,Urban,5278,136304,234323,7,-98019,1
22,183183,371527,Divorced,Business,Rural,1324,87586,16893,8,70693,0
22,454854,62284,Divorced,Business,Urban,5046,245906,13621,0,232285,0
67,395779,128886,Divorced,Unemployed,Rural,2044,453295,13133,0,440162,0
171,469003,393219,Married,Unemployed,Urban,6911,25483,225986,8,-200503,1
132,307988,260477,Widowed,Freelancer,Urban,2116,211144,54094,3,157050,0
3,139690,259909,Divorced,Business,Rural,5518,147795,287408,9,-139613,1
157,400356,292365,Single,Unemployed,Urban,8817,330577,289928,5,40649,0
104,450400,327199,Married,Freelancer,Rural,3906,415871,159914,4,255957,0
179,476969,106849,Divorced,Unemployed,Rural,9440,159603,74988,8,84615,0
140,482495,255571,Divorced,Salaried,Rural,9278,345791,171877,2,173914,0
117,207378,40828,Divorced,Business,Urban,2301,261784,71262,4,190522,0
17,31917,285265,Divorced,Unemployed,Rural,293,344837,85756,3,259081,0
159,138852,380267,Divorced,Freelancer,Urban,8355,201220,1316,6,199904,0
160,117044,85010,Divorced,Freelancer,Urban,7941,446117,78105,2,368012,0
57,288221,20372,Married,Freelancer,Urban,3994,300142,147541,1,152601,0
125,410945,365319,Single,Unemployed,Urban,204,142731,114221,6,28510,0
61,351741,146543,Divorced,Unemployed,Rural,2841,275382,270800,5,4582,1
198,223785,280465,Widowed,Unemployed,Rural,7196,449601,287433,7,162168,0
141,91637,367551,Divorced,Unemployed,Rural,8070,83709,214640,8,-130931,1
103,124899,82050,Divorced,Unemployed,Urban,3271,181826,157593,5,24233,0
111,377423,374970,Married,Freelancer,Urban,9214,30361,58104,5,-27743,1
13,364063,217849,Divorced,Business,Rural,7639,245298,171466,7,73832,0
9,263633,294840,Married,Salaried,Rural,4288,246174,156066,0,90108,0
104,5462,304395,Married,Freelancer,Urban,7235,16517,218367,0,-201850,1
186,219334,231137,Single,Salaried,Urban,7095,482333,197330,3,285003,0
38,300532,250774,Married,Business,Rural,1622,209887,50677,4,159210,0
173,498030,335367,Single,Unemployed,Urban,8365,352977,112312,4,240665,0
145,303918,267130,Widowed,Unemployed,Urban,8245,364070,9107,4,354963,0
146,382748,211894,Divorced,Business,Rural,7997,466184,226851,6,239333,0
106,426091,179422,Divorced,Freelancer,Rural,2890,203106,299070,3,-95964,1
36,452395,114429,Widowed,Unemployed,Rural,9418,317000,25669,7,291331,0
2,395897,93090,Divorced,Salaried,Urban,3557,409918,141227,8,268691,0
182,81591,360284,Divorced,Salaried,Rural,6969,281963,268704,9,13259,0
134,256731,358560,Married,Business,Rural,5885,396357,137779,5,258578,0
70,209534,225755,Single,Unemployed,Urban,6138,294370,89902,7,204468,0
51,184596,194049,Married,Unemployed,Rural,597,480387,79274,8,401113,0
181,312201,133594,Divorced,Unemployed,Urban,2328,156061,67926,2,88135,0
37,420342,356270,Married,Unemployed,Urban,1696,155820,102769,8,53051,0
62,319778,128414,Widowed,Salaried,Rural,3341,283929,188207,6,95722,0
63,415374,342777,Divorced,Salaried,Urban,8158,433481,36035,8,397446,0
119,196592,222512,Widowed,Unemployed,Urban,5475,295749,258034,2,37715,0
5,333921,231894,Single,Business,Urban,6162,249246,78196,2,171050,0
127,359578,295519,Married,Business,Urban,898,28185,181499,9,-153314,1
51,202543,258468,Single,Salaried,Urban,6557,78406,273846,4,-195440,1
121,363420,112950,Married,Business,Rural,5490,270215,287785,2,-17570,1
121,211137,294009,Single,Salaried,Rural,5613,45628,170203,0,-124575,1
171,418129,119250,Widowed,Salaried,Rural,206,242422,200734,0,41688,0
163,337579,219241,Widowed,Freelancer,Urban,1977,391892,124317,8,267575,0
164,251059,288015,Married,Business,Rural,855,70693,153063,1,-82370,1
63,383876,158226,Married,Freelancer,Rural,6341,252463,242924,3,9539,0
175,311175,348202,Divorced,Freelancer,Urban,6347,190525,106123,1,84402,0
26,279239,16254,Married,Unemployed,Rural,2332,314208,49960,6,264248,0
108,224162,350645,Widowed,Unemployed,Rural,4140,197391,45098,5,152293,0
192,28175,282577,Single,Salaried,Rural,8817,179458,83976,3,95482,0
128,371425,52404,Single,Freelancer,Urban,8375,440642,122189,3,318453,0
175,297224,136569,Widowed,Unemployed,Rural,7844,221026,138643,2,82383,0
84,155142,23879,Single,Salaried,Urban,5181,367062,146883,0,220179,0
164,391838,209735,Divorced,Freelancer,Rural,627,96523,211992,7,-115469,1
91,414672,114864,Single,Freelancer,Rural,8973,124759,37924,3,86835,0
48,178446,300302,Divorced,Unemployed,Urban,5681,227556,280987,5,-53431,1
54,135056,383451,Single,Salaried,Rural,1494,165814,86459,3,79355,0
38,369742,285608,Divorced,Freelancer,Rural,3836,112012,123209,0,-11197,1
163,167267,381125,Single,Freelancer,Rural,9363,485646,84155,4,401491,0
193,335108,45248,Divorced,Business,Urban,1742,101254,138387,5,-37133,1
193,331113,293855,Married,Unemployed,Urban,5784,221591,50039,9,171552,0
67,372028,229654,Single,Freelancer,Urban,1253,125425,24967,0,100458,0
1,242427,262910,Divorced,Freelancer,Rural,8246,250859,134860,6,115999,0
64,44055,40844,Divorced,Salaried,Urban,8524,457100,22485,9,434615,0
103,173649,60756,Divorced,Freelancer,Rural,8174,355316,291932,5,63384,0
17,438481,148031,Widowed,Freelancer,Urban,9023,462914,16491,8,446423,0
168,23605,66688,Divorced,Business,Rural,5455,52740,148119,3,-95379,1
97,90916,196209,Single,Business,Rural,3576,153265,69077,0,84188,0
122,197216,278474,Divorced,Business,Rural,5134,268260,79896,2,188364,0
166,128112,124314,Single,Business,Rural,7307,21226,114122,5,-92896,1
153,260773,271919,Married,Freelancer,Urban,9996,215923,30063,5,185860,0
103,432442,274898,Married,Unemployed,Urban,9538,337855,281815,1,56040,0
2,90714,287372,Married,Freelancer,Rural,8316,6319,55551,0,-49232,1
176,483708,209029,Widowed,Unemployed,Rural,5402,133495,168435,7,-34940,1
27,479782,152707,Single,Unemployed,Rural,3042,363696,248934,6,114762,0
143,367013,140851,Married,Freelancer,Rural,3995,26835,276972,5,-250137,1
122,401577,208237,Single,Freelancer,Urban,271,467663,131356,3,336307,0
115,399971,97148,Married,Freelancer,Rural,7162,337214,226504,2,110710,0
21,408730,252441,Married,Unemployed,Urban,5801,176491,176199,1,292,1
79,166179,88174,Single,Salaried,Urban,7902,240239,149294,0,90945,0
96,320397,22910,Widowed,Business,Urban,4339,316166,242273,7,73893,0
76,177634,353946,Widowed,Salaried,Urban,8486,319841,290824,8,29017,0
48,258802,253840,Married,Salaried,Rural,238,360737,119118,8,241619,0
27,52267,77665,Single,Unemployed,Rural,3834,438606,73423,9,365183,0
143,160136,99074,Widowed,Business,Urban,1738,456452,280569,9,175883,0
63,245783,185373,Single,Business,Urban,331,174008,293604,8,-119596,1
187,296886,174163,Married,Business,Urban,6653,266697,122275,0,144422,0
193,201630,176963,Single,Freelancer,Rural,5271,367273,267270,0,100003,0
25,249447,206358,Divorced,Freelancer,Urban,1695,322411,53954,7,268457,0
169,483402,205580,Widowed,Salaried,Rural,4547,443463,30961,9,412502,0
130,115013,156815,Divorced,Unemployed,Rural,7090,339540,236780,9,102760,0
107,192476,226445,Widowed,Freelancer,Rural,9378,308268,63733,8,244535,0
20,64735,15473,Married,Freelancer,Urban,4793,231110,205154,1,25956,0
31,310038,4288,Divorced,Salaried,Urban,3977,376231,72953,8,303278,0
197,230226,274687,Married,Freelancer,Rural,7222,483186,3767,1,479419,0
196,366026,265192,Single,Unemployed,Urban,7629,163080,68644,0,94436,0
23,114010,235552,Single,Salaried,Rural,8930,105023,177733,5,-72710,1
64,452786,183855,Divorced,Unemployed,Urban,6883,269046,178825,5,90221,0
22,29455,174984,Divorced,Business,Rural,9598,143722,82380,3,61342,0
79,354554,285290,Divorced,Salaried,Urban,8069,259804,38630,0,221174,0
7,438761,302186,Single,Unemployed,Urban,7046,73531,239400,5,-165869,1
44,198505,328569,Divorced,Business,Urban,6604,409235,269490,9,139745,0
109,50227,77567,Widowed,Freelancer,Urban,7867,446992,251396,5,195596,0
138,452719,25420,Widowed,Business,Urban,1954,457254,179364,2,277890,0
56,410989,245672,Married,Unemployed,Urban,8613,399678,227384,7,172294,0
11,296522,250776,Single,Freelancer,Rural,5363,34069,222455,5,-188386,1
71,485415,255721,Widowed,Business,Urban,6100,292780,128028,4,164752,0
137,398023,184702,Divorced,Business,Urban,1249,437366,206391,3,230975,0
62,25522,169760,Single,Salaried,Urban,6173,103579,115552,4,-11973,1
162,382967,233616,Single,Freelancer,Rural,811,364281,129774,1,234507,0
37,317042,228129,Widowed,Salaried,Rural,7200,211589,62559,0,149030,0
20,411985,297511,Married,Unemployed,Rural,4082,408823,109301,4,299522,0
50,487761,290274,Married,Unemployed,Rural,4938,284225,144652,9,139573,0
145,328389,220765,Widowed,Unemployed,Rural,8870,348644,262172,9,86472,0
145,299128,29155,Divorced,Business,Urban,3711,262279,281196,1,-18917,1
121,407826,252524,Widowed,Freelancer,Urban,4016,86918,108118,2,-21200,1
153,134141,61043,Single,Unemployed,Urban,3612,412879,161438,5,251441,0
19,198997,273575,Widowed,Salaried,Rural,1383,423105,122542,5,300563,0
24,419174,163665,Widowed,Business,Rural,7880,464405,44736,6,419669,0
172,442384,112309,Widowed,Freelancer,Urban,4683,324394,45597,9,278797,0
185,471479,228079,Married,Salaried,Rural,5075,200368,159845,3,40523,0
17,270093,77837,Married,Salaried,Urban,1198,298310,280885,1,17425,0
47,304248,158831,Widowed,Salaried,Urban,7150,456089,246357,4,209732,0
13,475581,134824,Divorced,Freelancer,Rural,4259,449889,169791,4,280098,0
134,278213,301387,Single,Business,Rural,481,23093,191883,8,-168790,1
165,471046,168156,Divorced,Unemployed,Rural,1135,342010,275443,5,66567,0
112,120320,142683,Divorced,Unemployed,Rural,7867,376358,199607,0,176751,0
63,241469,164244,Divorced,Salaried,Urban,6838,400267,167570,1,232697,0
28,45418,263300,Single,Business,Rural,7494,406184,224882,0,181302,0
86,307433,254818,Single,Business,Urban,5239,83426,85964,9,-2538,1
112,377970,191791,Widowed,Salaried,Urban,7791,204545,200845,1,3700,1
182,200127,58159,Divorced,Unemployed,Urban,8083,93148,10208,7,82940,0
80,79326,52972,Divorced,Business,Urban,3018,498259,201348,0,296911,0
172,388389,25199,Divorced,Unemployed,Rural,3554,423732,160618,7,263114,0
18,466954,314211,Single,Freelancer,Urban,8811,28086,291643,9,-263557,1
129,472839,334970,Divorced,Unemployed,Urban,7782,301074,167460,3,133614,0
92,275078,382243,Married,Business,Urban,6292,273900,187771,3,86129,0
193,94148,331226,Divorced,Unemployed,Rural,9041,12697,36081,5,-23384,1
105,471830,36152,Divorced,Business,Rural,1290,245924,6454,7,239470,0
99,488044,356216,Single,Salaried,Rural,3102,5004,74707,4,-69703,1
35,443762,335768,Single,Freelancer,Rural,6057,186710,159571,2,27139,0
183,153738,185297,Married,Business,Urban,2693,326808,138504,5,188304,0
148,168214,203554,Widowed,Freelancer,Urban,761,209337,190003,4,19334,0
62,292682,162170,Divorced,Freelancer,Urban,6210,43514,86550,3,-43036,1
129,12836,213263,Single,Unemployed,Rural,9582,34990,12648,0,22342,0
126,284838,304666,Widowed,Unemployed,Rural,805,471958,131285,6,340673,0
142,370766,185460,Single,Freelancer,Rural,2847,346498,159363,4,187135,0
189,360654,355615,Single,Unemployed,Rural,1403,437170,245235,5,191935,0
11,484798,397618,Single,Salaried,Urban,8362,75341,53745,1,21596,0
2,79698,56420,Single,Salaried,Rural,663,89038,215147,2,-126109,1
131,437111,398855,Single,Unemployed,Urban,9879,61730,139302,0,-77572,1
8,64483,32422,Widowed,Freelancer,Rural,7299,211021,277612,2,-66591,1
173,341763,309544,Divorced,Freelancer,Urban,8719,222955,246765,4,-23810,1
41,187499,125978,Widowed,Salaried,Urban,9551,30352,154645,2,-124293,1
30,455474,325464,Single,Business,Urban,2454,66809,198606,9,-131797,1
164,147445,280689,Divorced,Freelancer,Rural,1042,6661,28960,1,-22299,1
10,422639,226624,Widowed,Business,Urban,4868,452153,18642,5,433511,0
188,130208,367434,Widowed,Unemployed,Rural,1083,479059,99142,9,379917,0
26,306008,345137,Divorced,Freelancer,Urban,9049,456367,111984,6,344383,0
173,249662,81537,Married,Business,Rural,3290,424841,10757,3,414084,0
69,469433,226422,Widowed,Unemployed,Urban,9353,461069,110363,3,350706,0
93,310701,380268,Married,Freelancer,Urban,852,12186,152768,0,-140582,1
42,114371,265026,Married,Freelancer,Rural,4359,320451,181452,1,138999,0
44,311260,184145,Divorced,Salaried,Urban,5657,180434,153451,6,26983,0
145,208443,209733,Divorced,Unemployed,Urban,8627,418355,44683,3,373672,0
49,59611,380743,Divorced,Freelancer,Urban,9340,376431,11718,4,364713,0
5,117585,226526,Widowed,Unemployed,Urban,9897,258031,134499,3,123532,0
140,30797,366549,Single,Freelancer,Rural,3145,113964,50768,3,63196,0
11,32723,316288,Married,Salaried,Urban,4782,11969,75783,4,-63814,1
6,489304,158276,Single,Salaried,Urban,8320,392551,4685,4,387866,0
141,301108,366622,Widowed,Business,Rural,6934,291896,265557,8,26339,0
98,454760,150520,Married,Unemployed,Urban,839,51354,117092,3,-65738,1
46,46571,353497,Married,Unemployed,Urban,126,482350,125877,3,356473,0
6,191386,372984,Single,Business,Rural,2986,214743,271921,6,-57178,1
38,427655,45600,Divorced,Freelancer,Rural,3692,438697,34350,5,404347,0
183,141836,95201,Married,Freelancer,Urban,7867,466750,251548,9,215202,0
146,314484,82684,Widowed,Unemployed,Urban,9727,137017,256357,7,-119340,1
122,31025,254302,Divorced,Salaried,Rural,9938,256067,232456,9,23611,0
26,343553,6039,Single,Unemployed,Urban,502,146369,21218,7,125151,0
60,263140,287873,Married,Salaried,Urban,9586,184621,262980,0,-78359,1
65,113388,198093,Divorced,Salaried,Rural,3988,283374,91669,0,191705,0
51,345975,297359,Married,Salaried,Urban,8177,340117,193144,9,146973,0
183,221605,377521,Widowed,Freelancer,Rural,5877,207444,235932,9,-28488,1
141,123592,212954,Divorced,Salaried,Urban,4969,70453,96287,8,-25834,1
100,442835,102038,Divorced,Unemployed,Urban,7746,62285,160934,5,-98649,1
32,250710,336867,Divorced,Freelancer,Rural,8312,328019,145841,3,182178,0
107,379532,174507,Single,Freelancer,Rural,4986,304737,3032,3,301705,0
139,6829,71399,Married,Freelancer,Urban,9204,334074,181446,4,152628,0
84,124946,303527,Divorced,Business,Urban,5770,433619,131603,3,302016,0
93,344283,197746,Single,Salaried,Urban,7785,11296,235057,4,-223761,1
85,422052,11009,Widowed,Business,Urban,2468,117832,150394,9,-32562,1
65,187029,266695,Divorced,Business,Rural,6901,439405,158749,9,280656,0
151,338529,193590,Divorced,Freelancer,Urban,4998,215209,189267,7,25942,0
172,464233,179900,Widowed,Salaried,Urban,5582,196005,16614,3,179391,0
182,323025,214371,Widowed,Freelancer,Urban,1682,365260,221843,4,143417,0
122,459490,301095,Widowed,Salaried,Rural,1702,362892,172981,0,189911,0
198,296576,83090,Single,Business,Urban,9446,360438,299923,9,60515,0
52,332275,166785,Single,Freelancer,Urban,8501,15975,110038,3,-94063,1
193,303216,245552,Widowed,Freelancer,Urban,648,190646,285222,2,-94576,1
103,188528,372999,Married,Business,Urban,5721,71679,22817,1,48862,0
18,499552,174868,Single,Unemployed,Urban,1087,395332,249656,5,145676,0
178,171665,25478,Divorced,Salaried,Rural,2419,288352,80401,2,207951,0
81,89006,216461,Widowed,Freelancer,Urban,4086,474169,249977,7,224192,0
97,94147,308002,Single,Unemployed,Urban,1339,131504,283637,1,-152133,1
125,499175,396285,Single,Salaried,Rural,8311,410417,282032,0,128385,0
193,316521,136242,Widowed,Business,Rural,4031,306989,259271,2,47718,0
44,270110,12842,Divorced,Business,Rural,7416,96896,86960,4,9936,0
127,250344,207636,Divorced,Business,Urban,5882,30810,189994,9,-159184,1
101,482663,148554,Widowed,Freelancer,Rural,1495,243494,127068,2,116426,0
167,44317,326424,Married,Business,Urban,5602,24325,82064,0,-57739,1
133,274269,149493,Divorced,Unemployed,Urban,7083,233267,291655,5,-58388,1
178,250108,23535,Widowed,Freelancer,Urban,5330,453699,192938,1,260761,0
168,72926,146114,Single,Freelancer,Urban,1518,33767,138166,3,-104399,1
174,110170,214179,Widowed,Business,Urban,7304,451784,215796,6,235988,0
144,113950,241173,Widowed,Unemployed,Rural,884,426558,119061,3,307497,0
150,138909,128645,Widowed,Business,Urban,8085,430553,100601,7,329952,0
39,143173,164359,Single,Unemployed,Urban,1396,245377,78915,0,166462,0
72,76389,356670,Divorced,Salaried,Rural,7625,24124,293788,5,-269664,1
164,147610,142075,Married,Salaried,Urban,2045,417431,173741,7,243690,0
101,223133,215623,Married,Unemployed,Urban,5371,96063,185758,0,-89695,1
84,54790,73783,Widowed,Unemployed,Rural,6693,102276,48158,3,54118,0
185,150792,36672,Divorced,Salaried,Rural,6533,383808,58901,0,324907,0
148,198185,204648,Single,Salaried,Urban,5443,76337,129149,2,-52812,1
154,236291,235739,Divorced,Freelancer,Rural,187,214966,95412,6,119554,0
138,307595,37056,Single,Freelancer,Rural,3412,196130,65562,6,130568,0
38,186804,151767,Single,Freelancer,Rural,5987,117958,90089,6,27869,0
190,346259,200357,Single,Business,Rural,2609,196227,249303,8,-53076,1
27,84963,347409,Widowed,Freelancer,Urban,413,32997,3358,0,29639,0
83,84140,65776,Divorced,Freelancer,Urban,7391,69809,199647,6,-129838,1
174,464138,12362,Single,Salaried,Rural,481,112596,260979,6,-148383,1
46,299555,36652,Divorced,Freelancer,Rural,5475,97608,153254,0,-55646,1
109,305764,8443,Divorced,Business,Rural,3427,476761,187375,3,289386,0
131,374619,364791,Married,Unemployed,Urban,9408,5561,161090,1,-155529,1
188,141321,398916,Married,Salaried,Rural,2231,37632,79974,0,-42342,1
17,407359,96421,Married,Freelancer,Rural,7027,485354,62269,8,423085,0
177,451948,61505,Widowed,Business,Rural,4083,408723,214362,3,194361,0
92,160584,394827,Divorced,Salaried,Rural,2789,330482,166176,7,164306,0
163,82613,319843,Divorced,Salaried,Urban,3387,297290,215099,9,82191,0
90,291830,201063,Divorced,Freelancer,Rural,5939,242207,277959,2,-35752,1
0,283243,137855,Widowed,Unemployed,Rural,8243,375820,284747,9,91073,0
34,168243,68599,Married,Unemployed,Rural,7909,140443,255380,2,-114937,1
4,28785,234805,Single,Unemployed,Rural,1886,196722,252044,4,-55322,1
115,76569,290182,Widowed,Freelancer,Urban,1875,65673,477,6,65196,0
5,495184,190420,Single,Unemployed,Rural,8295,137601,65072,8,72529,0
59,428972,54697,Married,Salaried,Urban,2353,372484,152761,2,219723,0
99,243133,203007,Married,Freelancer,Urban,3245,138363,251693,5,-113330,1
132,164512,242836,Single,Business,Urban,5693,328518,36865,3,291653,0
159,370438,315854,Married,Unemployed,Urban,1918,297597,205714,7,91883,0
166,165872,62702,Widowed,Salaried,Rural,8895,142048,143130,5,-1082,1
94,36058,241491,Divorced,Freelancer,Rural,4664,197574,164998,7,32576,0
39,477253,32102,Divorced,Salaried,Urban,2950,257985,60081,1,197904,0
